name,model_type,model_id,revision,class_weight,C,negative_threshold,cv_macro_f1_mean,cv_macro_f1_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_accuracy_mean,cv_accuracy_std,oof_macro_f1,oof_balanced_accuracy,oof_accuracy,negative_precision,negative_recall,negative_f1,per_class_json,confusion_matrix_json,fit_seconds,dutch_rows,dutch_macro_f1,dutch_accuracy,dutch_negative_recall,english_rows,english_macro_f1,english_accuracy,english_negative_recall,cache_hit,cache_path,cache_sha256,encode_seconds,embedding_dimension,max_sequence_length
official_tfidf_baseline,tfidf_word_char_logreg,official_combined_balanced_ratings,submission-v1,balanced,1.0,argmax,0.6472435121804612,0.026896847313233052,0.6220104714742598,0.029208190382907572,0.6698809620817036,0.010441222922883816,0.6484564362831063,0.6220114569822741,0.6698801459093278,0.7333333333333333,0.5041666666666667,0.5975308641975309,"{""Average"": {""f1-score"": 0.6731866340668297, ""precision"": 0.6583421891604676, ""recall"": 0.688715953307393, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.5975308641975309, ""precision"": 0.7333333333333333, ""recall"": 0.5041666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.6746518105849583, ""precision"": 0.6761585706309324, ""recall"": 0.6731517509727627, ""support"": 1799.0}}","[[1211, 569, 19], [535, 1239, 25], [45, 74, 121]]",101.52165571600199,3450,0.6524100900134808,0.6715942028985508,0.521551724137931,388,0.28278167522011394,0.654639175257732,0.0,,,,,,
multilingual_minilm__c0.25__balanced__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.25,argmax,0.48772908261898085,0.011991805574443869,0.5880699989683277,0.024549048461562948,0.5341352944372013,0.007966658900612673,0.48784158823695795,0.5880635847075536,0.5341323606044815,0.2165206508135169,0.7208333333333333,0.33301251203079885,"{""Average"": {""f1-score"": 0.5447852760736196, ""precision"": 0.6078028747433265, ""recall"": 0.4936075597554197, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.33301251203079885, ""precision"": 0.2165206508135169, ""recall"": 0.7208333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5857269766064555, ""precision"": 0.6267427122940431, ""recall"": 0.5497498610339078, ""support"": 1799.0}}","[[989, 534, 276], [561, 888, 350], [28, 39, 173]]",0.4388182011898607,3450,0.4862924614487933,0.5289855072463768,0.7241379310344828,388,0.4548674692573993,0.5798969072164949,0.625,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__balanced__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.25,0.25,0.4190025348548648,0.005827305843750281,0.5717293407613742,0.01501929736214757,0.45023563124728383,0.0065407363250567655,0.4191141424336468,0.5717304366623434,0.45023449713392394,0.1484375,0.8708333333333333,0.2536407766990291,"{""Average"": {""f1-score"": 0.45565217391304347, ""precision"": 0.6087360594795539, ""recall"": 0.3640911617565314, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2536407766990291, ""precision"": 0.1484375, ""recall"": 0.8708333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5480494766888677, ""precision"": 0.638109305760709, ""recall"": 0.4802668148971651, ""support"": 1799.0}}","[[864, 407, 528], [473, 655, 671], [17, 14, 209]]",0.4388182011898607,3450,0.4194473978960458,0.44869565217391305,0.875,388,0.3849035671616317,0.4639175257731959,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__balanced__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.25,0.3,0.4515947274482711,0.007386178253745142,0.5831378314247395,0.019887962965718955,0.4916625923511517,0.006531041088028324,0.4517886244465699,0.5831372367364586,0.49166232412714955,0.17383512544802868,0.8083333333333333,0.2861356932153392,"{""Average"": {""f1-score"": 0.4977139124755062, ""precision"": 0.6033254156769596, ""recall"": 0.4235686492495831, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2861356932153392, ""precision"": 0.17383512544802868, ""recall"": 0.8083333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5715162676488643, ""precision"": 0.6381082933516107, ""recall"": 0.5175097276264592, ""support"": 1799.0}}","[[931, 474, 394], [509, 762, 528], [19, 27, 194]]",0.4388182011898607,3450,0.4508091365907678,0.48782608695652174,0.8103448275862069,388,0.4232315264718875,0.5257731958762887,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__balanced__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.25,0.35,0.4795926175253175,0.011743041476582488,0.5886198803260084,0.025086143407406673,0.5247552015428074,0.009734356924900017,0.47969704992745665,0.5886148168735718,0.5247524752475248,0.2057471264367816,0.7458333333333333,0.3225225225225225,"{""Average"": {""f1-score"": 0.5313768342179207, ""precision"": 0.6061253561253561, ""recall"": 0.47304057809894384, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3225225225225225, ""precision"": 0.2057471264367816, ""recall"": 0.7458333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5851917930419268, ""precision"": 0.629156010230179, ""recall"": 0.5469705391884381, ""support"": 1799.0}}","[[984, 519, 296], [553, 851, 395], [27, 34, 179]]",0.4388182011898607,3450,0.4784985849532439,0.52,0.75,388,0.44339902010678456,0.5670103092783505,0.625,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__balanced__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.25,0.4,0.5045308758310482,0.009191990561562034,0.5903899721448468,0.019122135616643672,0.5492462516297262,0.007619304039671522,0.5048250225202491,0.5903850904823668,0.5492443981240229,0.25113464447806355,0.6916666666666667,0.36847946725860153,"{""Average"": {""f1-score"": 0.5537908300869044, ""precision"": 0.6007802340702211, ""recall"": 0.5136186770428015, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.36847946725860153, ""precision"": 0.25113464447806355, ""recall"": 0.6916666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5922047702152414, ""precision"": 0.6211104331909701, ""recall"": 0.565869927737632, ""support"": 1799.0}}","[[1018, 569, 212], [592, 924, 283], [29, 45, 166]]",0.4388182011898607,3450,0.5035248026171825,0.5446376811594202,0.6982758620689655,388,0.4613526570048309,0.5902061855670103,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.25,argmax,0.4944836033178731,0.010799428196796818,0.5843693902816465,0.02200083453482135,0.5424727020860496,0.006677340726866185,0.49468812776389864,0.584363998517695,0.5424700364773319,0.22727272727272727,0.6875,0.3416149068322981,"{""Average"": {""f1-score"": 0.554318386999699, ""precision"": 0.6043307086614174, ""recall"": 0.5119510839355197, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3416149068322981, ""precision"": 0.22727272727272727, ""recall"": 0.6875, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5881310894596988, ""precision"": 0.6272040302267002, ""recall"": 0.5536409116175653, ""support"": 1799.0}}","[[996, 557, 246], [563, 921, 315], [29, 46, 165]]",0.46867943182587624,3450,0.49469050728993197,0.5385507246376812,0.6939655172413793,388,0.44290705800139757,0.5773195876288659,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.25,0.25,0.43257618045914265,0.00319633285145094,0.5757164964407304,0.006558054989377749,0.46769237559756627,0.004364942679757933,0.43265447482313196,0.5757195355444383,0.46769150599270454,0.1573208722741433,0.8416666666666667,0.2650918635170604,"{""Average"": {""f1-score"": 0.4749073762209498, ""precision"": 0.6025641025641025, ""recall"": 0.39188438021122846, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2650918635170604, ""precision"": 0.1573208722741433, ""recall"": 0.8416666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5579641847313855, ""precision"": 0.6416184971098265, ""recall"": 0.4936075597554197, ""support"": 1799.0}}","[[888, 443, 468], [480, 705, 614], [16, 22, 202]]",0.46867943182587624,3450,0.43407303218750753,0.46695652173913044,0.8448275862068966,388,0.3904492637794723,0.4742268041237113,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.25,0.3,0.4644773542117555,0.009942283271177297,0.5887006086866811,0.02478181350540698,0.5062561114732724,0.007120123099282738,0.46458115928580285,0.5886989685627818,0.5062532569046378,0.18774703557312253,0.7916666666666666,0.3035143769968051,"{""Average"": {""f1-score"": 0.5147947820553611, ""precision"": 0.6019345238095238, ""recall"": 0.44969427459699834, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3035143769968051, ""precision"": 0.18774703557312253, ""recall"": 0.7916666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5754343188052423, ""precision"": 0.6369770580296896, ""recall"": 0.5247359644246804, ""support"": 1799.0}}","[[944, 504, 351], [519, 809, 471], [19, 31, 190]]",0.46867943182587624,3450,0.4639670148831654,0.5026086956521739,0.7931034482758621,388,0.42979195884394655,0.538659793814433,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.25,0.35,0.4855424227506765,0.011116777799772229,0.5874192716393274,0.022984525092359206,0.5315307882442417,0.007862576974125098,0.48564652536236014,0.587414304243098,0.5315268368942158,0.21428571428571427,0.725,0.33079847908745247,"{""Average"": {""f1-score"": 0.5417177914110429, ""precision"": 0.6043805612594113, ""recall"": 0.49082823790994995, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.33079847908745247, ""precision"": 0.21428571428571427, ""recall"": 0.725, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.584423305588585, ""precision"": 0.6281150159744409, ""recall"": 0.546414674819344, ""support"": 1799.0}}","[[983, 538, 278], [556, 883, 360], [26, 40, 174]]",0.46867943182587624,3450,0.4846691289438692,0.5269565217391304,0.728448275862069,388,0.44630324213176337,0.5721649484536082,0.625,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.25__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.25,0.4,0.510026779847961,0.01175294405891935,0.5904825647374394,0.02331182116277334,0.55445696164711,0.006047968942151251,0.5102978856010275,0.5904800506454203,0.5544554455445545,0.26121794871794873,0.6791666666666667,0.3773148148148148,"{""Average"": {""f1-score"": 0.5599289730689553, ""precision"": 0.5987341772151898, ""recall"": 0.5258476931628683, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3773148148148148, ""precision"": 0.26121794871794873, ""recall"": 0.6791666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5936498689193126, ""precision"": 0.6236230110159119, ""recall"": 0.566425792106726, ""support"": 1799.0}}","[[1019, 587, 193], [585, 946, 268], [30, 47, 163]]",0.46867943182587624,3450,0.5094879122791779,0.5504347826086956,0.6853448275862069,388,0.4623295210731544,0.5902061855670103,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__balanced__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.5,argmax,0.492653794005126,0.012040593484090178,0.5864964407304241,0.02539474705279283,0.5403897082790091,0.007540227126504846,0.4928846696593771,0.5864924958310173,0.5403856175091193,0.22281167108753316,0.7,0.3380281690140845,"{""Average"": {""f1-score"": 0.5525997581620314, ""precision"": 0.6056991385023194, ""recall"": 0.5080600333518621, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3380281690140845, ""precision"": 0.22281167108753316, ""recall"": 0.7, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5880260818020154, ""precision"": 0.6298412698412699, ""recall"": 0.5514174541411896, ""support"": 1799.0}}","[[992, 552, 255], [554, 914, 331], [29, 43, 168]]",0.5311661302112043,3450,0.4907734866982098,0.5339130434782609,0.7068965517241379,388,0.4553900177420478,0.5979381443298969,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__balanced__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.5,0.25,0.43519592806747864,0.004461524791588737,0.580995305890849,0.010154873959561933,0.4700381627553238,0.005440170512235131,0.43524113426225836,0.5809979309492929,0.4700364773319437,0.16040688575899845,0.8541666666666666,0.27009222661396576,"{""Average"": {""f1-score"": 0.47558100370495116, ""precision"": 0.6034188034188034, ""recall"": 0.3924402445803224, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.27009222661396576, ""precision"": 0.16040688575899845, ""recall"": 0.8541666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5600501724678583, ""precision"": 0.6424460431654676, ""recall"": 0.4963868816008894, ""support"": 1799.0}}","[[893, 444, 462], [482, 706, 611], [15, 20, 205]]",0.5311661302112043,3450,0.4345559647381214,0.46695652173913044,0.8577586206896551,388,0.4067523013286813,0.49742268041237114,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__balanced__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.5,0.3,0.4623813724942415,0.010262327218253384,0.5862006086866811,0.024900018605243907,0.5044338738591916,0.007637930419180752,0.4625170504934037,0.586198350935705,0.5044293903074518,0.18439024390243902,0.7875,0.29881422924901185,"{""Average"": {""f1-score"": 0.51434034416826, ""precision"": 0.6026885735623599, ""recall"": 0.44858254585881047, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.29881422924901185, ""precision"": 0.18439024390243902, ""recall"": 0.7875, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5743965780629392, ""precision"": 0.6377204884667571, ""recall"": 0.5225125069483046, ""support"": 1799.0}}","[[940, 501, 358], [514, 807, 478], [20, 31, 189]]",0.5311661302112043,3450,0.46057058595632844,0.4991304347826087,0.7887931034482759,388,0.43858948201824616,0.5515463917525774,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__balanced__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.5,0.35,0.48217840543231477,0.009672277637706075,0.5851944702362529,0.02205132494062561,0.528404090612777,0.00635556016454619,0.48233548048821134,0.5851908467667223,0.5284002084418968,0.20938628158844766,0.725,0.32492997198879553,"{""Average"": {""f1-score"": 0.5382959089510919, ""precision"": 0.6026170798898072, ""recall"": 0.48638132295719844, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.32492997198879553, ""precision"": 0.20938628158844766, ""recall"": 0.725, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5837805605247466, ""precision"": 0.6295819935691318, ""recall"": 0.5441912173429683, ""support"": 1799.0}}","[[979, 537, 283], [550, 875, 374], [26, 40, 174]]",0.5311661302112043,3450,0.4795660102754044,0.5217391304347826,0.728448275862069,388,0.4559018429986172,0.5876288659793815,0.625,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__balanced__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.5,0.4,0.5039107419234153,0.013683075425739832,0.5899244300010317,0.027648817881056685,0.5502902949804434,0.007524547462880144,0.5042388986413838,0.5899226422086344,0.5502866076081292,0.2451708766716196,0.6875,0.3614457831325301,"{""Average"": {""f1-score"": 0.5590692124105012, ""precision"": 0.6033483580167418, ""recall"": 0.5208449138410228, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3614457831325301, ""precision"": 0.2451708766716196, ""recall"": 0.6875, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5922017003811199, ""precision"": 0.6265508684863523, ""recall"": 0.5614230127848805, ""support"": 1799.0}}","[[1010, 571, 218], [572, 937, 290], [30, 45, 165]]",0.5311661302112043,3450,0.5027097920217435,0.5446376811594202,0.6939655172413793,388,0.4603706938984908,0.6005154639175257,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.5,argmax,0.49825783250840416,0.010798469768773255,0.5842767976890539,0.02247418736402911,0.5474233349630595,0.005572385331858131,0.4985432177930003,0.5842736705577173,0.5474205315268369,0.23109843081312412,0.675,0.3443145589798087,"{""Average"": {""f1-score"": 0.5596165368484122, ""precision"": 0.6068875893437297, ""recall"": 0.519177320733741, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3443145589798087, ""precision"": 0.23109843081312412, ""recall"": 0.675, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.59169855755078, ""precision"": 0.6289111389236546, ""recall"": 0.5586436909394108, ""support"": 1799.0}}","[[1005, 556, 238], [564, 934, 301], [29, 49, 162]]",0.5098941149190068,3450,0.49640843209121827,0.5408695652173913,0.6810344827586207,388,0.46129141311697097,0.6056701030927835,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.5,0.25,0.4446362863173009,0.005689302446347232,0.5784125141854947,0.014172050488394023,0.48332756138635374,0.006693132716031876,0.4447160725222996,0.5784116175653141,0.4833246482542991,0.16666666666666666,0.8125,0.2765957446808511,"{""Average"": {""f1-score"": 0.49162011173184356, ""precision"": 0.6012861736334405, ""recall"": 0.41578654808226795, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2765957446808511, ""precision"": 0.16666666666666666, ""recall"": 0.8125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5659323611542042, ""precision"": 0.6404494382022472, ""recall"": 0.5069483046136742, ""support"": 1799.0}}","[[912, 471, 416], [492, 748, 559], [20, 25, 195]]",0.5098941149190068,3450,0.4433043250564473,0.4791304347826087,0.8146551724137931,388,0.41941729202888506,0.520618556701031,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.5,0.3,0.47231718602426653,0.007666391026759501,0.5876877643660373,0.02242731420322767,0.5166788896132116,0.005817283368020626,0.4725697784728089,0.5876852881230312,0.5166753517457009,0.19488817891373802,0.7625,0.3104325699745547,"{""Average"": {""f1-score"": 0.5278996865203762, ""precision"": 0.6053199137311287, ""recall"": 0.4680377987770984, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3104325699745547, ""precision"": 0.19488817891373802, ""recall"": 0.7625, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5793770789234957, ""precision"": 0.6352785145888594, ""recall"": 0.5325180655919955, ""support"": 1799.0}}","[[958, 516, 325], [526, 842, 431], [24, 33, 183]]",0.5098941149190068,3450,0.4701764992125801,0.5107246376811594,0.7629310344827587,388,0.451054088254033,0.5695876288659794,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.5__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.5,0.35,0.4906063235803007,0.008987420487478007,0.5884377901578459,0.023436388153035562,0.5380432420686658,0.004433510177531511,0.4909534141350164,0.5884357050213082,0.5380406461698801,0.21895006402048656,0.7125,0.33496571988246815,"{""Average"": {""f1-score"": 0.548995739500913, ""precision"": 0.6065904505716208, ""recall"": 0.5013896609227348, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.33496571988246815, ""precision"": 0.21895006402048656, ""recall"": 0.7125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5888987830216682, ""precision"": 0.6318471337579618, ""recall"": 0.5514174541411896, ""support"": 1799.0}}","[[992, 542, 265], [552, 902, 345], [26, 43, 171]]",0.5098941149190068,3450,0.4893700917442037,0.5321739130434783,0.7198275862068966,388,0.44886582573677886,0.5902061855670103,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
