name,base_candidate,strategy,class_weight,negative_multiplier,negative_threshold,complexity_rank,cv_folds,cv_fit_seconds,oof_accuracy,oof_balanced_accuracy,oof_macro_f1,oof_positive_precision,oof_positive_recall,oof_positive_f1_score,oof_average_precision,oof_average_recall,oof_average_f1_score,oof_negative_precision,oof_negative_recall,oof_negative_f1_score,oof_confusion_matrix,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_positive_precision_mean,cv_positive_precision_std,cv_positive_recall_mean,cv_positive_recall_std,cv_positive_f1_score_mean,cv_positive_f1_score_std,cv_average_precision_mean,cv_average_precision_std,cv_average_recall_mean,cv_average_recall_std,cv_average_f1_score_mean,cv_average_f1_score_std,cv_negative_precision_mean,cv_negative_precision_std,cv_negative_recall_mean,cv_negative_recall_std,cv_negative_f1_score_mean,cv_negative_f1_score_std,oof_dutch_macro_f1,oof_dutch_negative_precision,oof_dutch_negative_recall,oof_dutch_negative_f1_score,oof_english_macro_f1,oof_english_negative_precision,oof_english_negative_recall,oof_english_negative_f1_score
negative_weight_10__0.40,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,0.40,5,5,81.7777871307917,0.6662324127149557,0.6182138224939782,0.6452868676117999,0.673572228443449,0.6687048360200111,0.6711297071129707,0.6532556908417152,0.6859366314619233,0.6691973969631236,0.7361963190184049,0.5,0.5955334987593052,"[[1203, 579, 17], [539, 1234, 26], [44, 76, 120]]",0.6662347892220774,0.010833485893926202,0.6182136593417931,0.028398671143599865,0.6440133434927643,0.02412787045981869,0.6737042729787002,0.010464362828093524,0.6687155679356238,0.02460758016329723,0.6709417435342191,0.014078612045791705,0.6537324188469485,0.015353157334029397,0.6859254100897556,0.012715369971719376,0.6692359994915591,0.008023296040537259,0.7403783162696576,0.04452683201848825,0.5,0.08014743359029727,0.5918622874525141,0.06136345174766036,0.6492435991856867,0.7361963190184049,0.5172413793103449,0.6075949367088608,0.2986293706293706,0.0,0.0,0.0
balanced__argmax,balanced,class_weight,balanced,1,argmax,0,5,80.84353260020725,0.6698801459093278,0.6220114569822741,0.6484564362831063,0.6761585706309324,0.6731517509727627,0.6746518105849583,0.6583421891604676,0.688715953307393,0.6731866340668297,0.7333333333333333,0.5041666666666667,0.5975308641975309,"[[1211, 569, 19], [535, 1239, 25], [45, 74, 121]]",0.6698809620817036,0.010441222922883816,0.6220104714742598,0.029208190382907572,0.6472435121804612,0.026896847313233052,0.6763050421609087,0.011162940715829054,0.6731584648715568,0.024857105170314447,0.6744637364497515,0.014360841240583015,0.6587681291911576,0.014086000024003599,0.6887062828845558,0.012791702546173537,0.6732081302101772,0.007033096197118881,0.7332921631308729,0.054212691984634666,0.5041666666666667,0.08477912478906584,0.5940586698814547,0.07332889889205191,0.6524100900134808,0.7333333333333333,0.521551724137931,0.6095717884130982,0.28278167522011394,0.0,0.0,0.0
negative_weight_7__0.35,negative_weight_7,class_weight,"{""Average"": 1, ""Negative"": 7, ""Positive"": 1}",1,0.35,4,5,83.87968079000711,0.6670140698280355,0.6223804891606447,0.6480651089266972,0.6752808988764045,0.6681489716509171,0.6716960044705225,0.6534391534391535,0.6864924958310172,0.6695581458389808,0.7321428571428571,0.5125,0.6029411764705882,"[[1202, 579, 18], [537, 1235, 27], [41, 76, 123]]",0.6670156996957844,0.010893186282759428,0.6223798101722894,0.027584214479622716,0.6469823797254819,0.02343910281061727,0.6754240495428678,0.011271339731557462,0.6681584648715567,0.024255910930173912,0.6715203563453814,0.014230957509162187,0.6538494368134037,0.014509527850312228,0.686480965645311,0.013591411779455258,0.6695767421377188,0.008407684114406556,0.7352796769604919,0.04622722904286665,0.5125,0.0775044801572428,0.5998500406933454,0.05994082071668395,0.6522663153402256,0.7321428571428571,0.5301724137931034,0.615,0.29377971770988015,0.0,0.0,0.0
random_oversample_negative_x2__0.20,random_oversample_negative_x2,random_oversampling,none,2,0.20,6,5,83.88137745810673,0.667274622199062,0.6237693780495337,0.6488317995060551,0.6752808988764045,0.6681489716509171,0.6716960044705225,0.6541313559322034,0.6864924958310172,0.6699213452671549,0.7294117647058823,0.5166666666666667,0.6048780487804878,"[[1202, 579, 18], [536, 1235, 28], [42, 74, 124]]",0.667276455888744,0.010377125527177167,0.6237707624058599,0.02409856869968496,0.6480417072186826,0.020770326244103937,0.6753784743251819,0.009601958029744208,0.6681615598885795,0.022976170253385914,0.6715331854280723,0.013205242549595403,0.6545619296734553,0.014710660824711256,0.6864840606623337,0.011540643056549007,0.6699618551665216,0.007503487076512711,0.7301014301014301,0.029759341299765093,0.5166666666666667,0.0650854139658888,0.6026300810614537,0.050176391498808044,0.6530455769758187,0.7294117647058823,0.5344827586206896,0.6169154228855721,0.29377971770988015,0.0,0.0,0.0
negative_weight_3__0.25,negative_weight_3,class_weight,"{""Average"": 1, ""Negative"": 3, ""Positive"": 1}",1,0.25,2,5,81.88917525112629,0.6675351745700886,0.6275654684701376,0.6511641130418101,0.6764374295377678,0.6670372429127293,0.6717044500419815,0.6537850714663843,0.6864924958310172,0.6697396963123644,0.7257142857142858,0.5291666666666667,0.6120481927710844,"[[1200, 580, 19], [535, 1235, 29], [39, 74, 127]]",0.6675372120817036,0.010165342727047605,0.6275655111936448,0.024412610893699116,0.6505026570881401,0.02151684654456602,0.6764988421040824,0.009074585760261922,0.6670458062519344,0.02294643199306214,0.6715355914228736,0.013387896737365793,0.6541972282645709,0.014564280677955578,0.6864840606623337,0.00996171796803752,0.6697901152460236,0.007191678688330813,0.727868427868428,0.050370324525416905,0.5291666666666667,0.06795627679291703,0.610182264595523,0.05510594999167289,0.6553796280640376,0.7257142857142858,0.5474137931034483,0.6240786240786241,0.29377971770988015,0.0,0.0,0.0
negative_weight_5__0.30,negative_weight_5,class_weight,"{""Average"": 1, ""Negative"": 5, ""Positive"": 1}",1,0.30,3,5,82.43439701921307,0.667274622199062,0.628583781112964,0.6511073506388487,0.6760722347629797,0.6659255141745414,0.6709605152618314,0.6541313559322034,0.6864924958310172,0.6699213452671549,0.7191011235955056,0.5333333333333333,0.6124401913875598,"[[1198, 580, 21], [535, 1235, 29], [39, 73, 128]]",0.6672764558887441,0.010145291433665542,0.628583513875993,0.023803494350421582,0.6504716516010901,0.021457758943004505,0.6762188010189667,0.010431467935652205,0.6659346951408234,0.024118504540668613,0.6707781775516551,0.013681007958193308,0.6544998693079032,0.013737839619591167,0.6864825131538225,0.01185028829993338,0.6699466175793843,0.007562038250095734,0.7212015626649773,0.052391919279309786,0.5333333333333334,0.06795627679291703,0.6106901596722307,0.056077152506352125,0.6553002821617177,0.7191011235955056,0.5517241379310345,0.624390243902439,0.29377971770988015,0.0,0.0,0.0
balanced__0.35,balanced,class_weight,balanced,1,0.35,1,5,80.84353260020725,0.6701406982803544,0.6306219504663085,0.6527044866012706,0.6769316909294513,0.6720400222345748,0.6744769874476988,0.6593699946609717,0.6864924958310172,0.6726579520697168,0.7150837988826816,0.5333333333333333,0.6109785202863962,"[[1209, 569, 21], [534, 1235, 30], [43, 69, 128]]",0.6701406996957845,0.00918292007330979,0.6306210667492005,0.021961153551875483,0.6519729937032627,0.018413963223304786,0.6770894708128751,0.011244394750798428,0.6720473537604457,0.025847714885787576,0.6742695910365044,0.014763742986292065,0.6597806246308535,0.013014958642532895,0.6864825131538225,0.012969468399642125,0.6726651414785563,0.005748956982583288,0.7179876569742915,0.045887058642937094,0.5333333333333334,0.06795627679291703,0.6089842485947273,0.051381582432151594,0.6565574268756027,0.7150837988826816,0.5517241379310345,0.6228710462287105,0.28278167522011394,0.0,0.0,0.0
negative_weight_10__argmax,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,argmax,4,5,81.7777871307917,0.6659718603439291,0.6228429374343771,0.6457868836138944,0.6745495495495496,0.6659255141745414,0.6702097902097902,0.6539480657127716,0.6859366314619233,0.6695604991861096,0.7085714285714285,0.5166666666666667,0.5975903614457831,"[[1198, 578, 23], [537, 1234, 28], [41, 75, 124]]",0.6659747120817036,0.011870433628407943,0.6228427731352524,0.03187748865163639,0.6445840390764361,0.029082778846270963,0.6746652395425269,0.01018434500375725,0.6659346951408234,0.02373149263657333,0.6700332215204714,0.013720693776191938,0.6544002444465811,0.01562669377267,0.6859269575982668,0.012550245750364824,0.6696045557750716,0.008853674760691032,0.7060496142075089,0.05071926828478756,0.5166666666666667,0.08878031563609383,0.5941143399337654,0.07511243579963883,0.6496679523468155,0.7085714285714285,0.5344827586206896,0.6093366093366094,0.2986293706293706,0.0,0.0,0.0
negative_weight_10__0.35,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,0.35,5,5,81.7777871307917,0.6664929650859823,0.6388603236365883,0.652465577138898,0.6768707482993197,0.6637020566981656,0.6702217232669099,0.6557990379476216,0.6820455808782657,0.6686648501362398,0.6748768472906403,0.5708333333333333,0.618510158013544,"[[1194, 578, 27], [533, 1227, 39], [37, 66, 137]]",0.6664945268361582,0.009794054541606152,0.6388587124729186,0.022021876685137016,0.6517969031193792,0.01629547110334351,0.6770057252923742,0.009403123458519022,0.6637109254100897,0.02338084052898105,0.6700438086344223,0.012983022499678552,0.6561754995676792,0.01432483828040373,0.6820318786753328,0.014864975930347791,0.6686639784485889,0.009310476030615668,0.6758957644422761,0.020677534154237995,0.5708333333333334,0.06263873490988713,0.6166829222751262,0.038606962674704,0.6561480329175429,0.6748768472906403,0.5905172413793104,0.6298850574712643,0.2986293706293706,0.0,0.0,0.0
negative_weight_7__0.30,negative_weight_7,class_weight,"{""Average"": 1, ""Negative"": 7, ""Positive"": 1}",1,0.30,4,5,83.87968079000711,0.6667535174570088,0.646267216354765,0.6540545037938816,0.6778599886169607,0.6620344635908838,0.6698537682789651,0.6578947368421053,0.6809338521400778,0.6692160611854685,0.6529680365296804,0.5958333333333333,0.6230936819172114,"[[1191, 575, 33], [531, 1225, 43], [35, 62, 143]]",0.666754603976532,0.009754233159534607,0.6462645723718148,0.02096801672687437,0.6535409808813004,0.015728924327556595,0.6779859513201469,0.009680206135608535,0.6620411637264005,0.023050087795985982,0.6696823104608578,0.013113120790812042,0.6582656341085769,0.014352421669503812,0.6809192200557103,0.016724477276798332,0.6691925653938974,0.01009895497744945,0.6526448516261458,0.024995083007677953,0.5958333333333333,0.05980291706003051,0.6217480667891463,0.04056438840884051,0.6578532938026531,0.6529680365296804,0.6163793103448276,0.6341463414634146,0.29377971770988015,0.0,0.0,0.0
balanced__0.30,balanced,class_weight,balanced,1,0.30,1,5,80.84353260020725,0.6677957269411151,0.6518227719103206,0.6529215536766665,0.6797720797720798,0.6631461923290717,0.6713562183455262,0.6625135427952329,0.67982212340189,0.6710562414266118,0.620253164556962,0.6125,0.6163522012578616,"[[1193, 565, 41], [527, 1223, 49], [35, 58, 147]]",0.6677959311169058,0.009344794033412608,0.6518196120911999,0.017267866324882895,0.652634888226667,0.014101698482451436,0.6798397662588971,0.008868710936434081,0.6631522748375117,0.02521963297254581,0.6711374416071821,0.014446714583255504,0.6629098335299222,0.014492467025463505,0.679806561436088,0.01799011650938709,0.6710144369801581,0.010194331908162177,0.6200758523912466,0.030804319305576682,0.6125,0.04859126579037751,0.615752786092661,0.036643706028306126,0.6561614067979442,0.620253164556962,0.6336206896551724,0.6268656716417911,0.28278167522011394,0.0,0.0,0.0
random_oversample_negative_x3__0.20,random_oversample_negative_x3,random_oversampling,none,3,0.20,7,5,88.05858821887523,0.6646690984887963,0.6447849113705145,0.6476615559984263,0.6786735277301315,0.659811006114508,0.669109357384442,0.6575121163166397,0.6787103946637021,0.6679431072210066,0.6163793103448276,0.5958333333333333,0.6059322033898306,"[[1187, 572, 40], [529, 1221, 49], [33, 64, 143]]",0.6646709311169057,0.010697624403306589,0.6447820592179924,0.024489360184926198,0.6469865335591796,0.017393210477599032,0.678659221805298,0.00843090966595549,0.659817393995667,0.025410031040577905,0.668885512394285,0.015230259410346378,0.6580063684845938,0.01602546648864763,0.6786954503249769,0.01628464728472607,0.6679445896767536,0.009847179070807484,0.6156904040722744,0.019196588380935437,0.5958333333333333,0.06795627679291706,0.6041294986065004,0.04140618281740905,0.6511662080517485,0.6163793103448276,0.6163793103448276,0.6163793103448276,0.29377971770988015,0.0,0.0,0.0
negative_weight_5__0.25,negative_weight_5,class_weight,"{""Average"": 1, ""Negative"": 5, ""Positive"": 1}",1,0.25,3,5,82.43439701921307,0.6646690984887963,0.6495993144339448,0.649595587780786,0.6789201608271108,0.6570316842690384,0.6677966101694915,0.658050619278406,0.679266259032796,0.6684901531728665,0.6125,0.6125,0.6125,"[[1182, 575, 42], [526, 1222, 51], [33, 60, 147]]",0.6646705915906128,0.010123218177021106,0.6495968740328072,0.01858776659650055,0.649255782640798,0.01450150832114014,0.6789722483054706,0.008669201846795182,0.6570396162178892,0.023757278592065955,0.6676041222802469,0.013911918773383686,0.6584264110708615,0.014872762286526009,0.6792510058805323,0.01756742853888488,0.6684602414736516,0.010858328991661328,0.611913405743193,0.02027835331097324,0.6125,0.04859126579037751,0.6117029841684959,0.03281158771672777,0.6531163762219739,0.6125,0.6336206896551724,0.6228813559322034,0.29377971770988015,0.0,0.0,0.0
negative_weight_10__0.30,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,0.30,5,5,81.7777871307917,0.6654507556018759,0.6561731826323266,0.6524844181272341,0.6798850574712644,0.6575875486381323,0.6685504379768296,0.6596320346320347,0.6775986659255142,0.6684946531395668,0.608,0.6333333333333333,0.6204081632653061,"[[1183, 571, 45], [527, 1219, 53], [30, 58, 152]]",0.6654528601694916,0.010328932254721142,0.6561709481068813,0.01866230362308715,0.6521601963205164,0.014465917988846985,0.6798713120632469,0.007069559515093916,0.6575967192819562,0.025301995291111073,0.6683200303450781,0.014767917346677812,0.6600998856652627,0.01551981342053945,0.6775827917053544,0.017617245922737654,0.6684727433573258,0.010275466620576856,0.6075512061691214,0.01714116488177159,0.6333333333333334,0.04677071733467427,0.6196878152591453,0.029319944695624083,0.6557673974620414,0.608,0.6551724137931034,0.6307053941908713,0.2986293706293706,0.0,0.0,0.0
negative_weight_3__0.20,negative_weight_3,class_weight,"{""Average"": 1, ""Negative"": 3, ""Positive"": 1}",1,0.20,2,5,81.88917525112629,0.6651902032308494,0.6547842937434377,0.6507603910039225,0.6805074971164936,0.6559199555308505,0.6679875459949052,0.6594711279007016,0.679266259032796,0.6692223439211391,0.601593625498008,0.6291666666666667,0.615071283095723,"[[1180, 572, 47], [524, 1222, 53], [30, 59, 151]]",0.665191764450239,0.008923719854205247,0.6547820592179924,0.015473890957742917,0.6505018173423374,0.010825968997066556,0.6804750199639454,0.006453124741629131,0.6559269575982668,0.022896227536466966,0.6677997028408938,0.013614179862730558,0.6598824881286462,0.01504394983817634,0.6792525533890436,0.015477801216300094,0.6692201032531042,0.009688927888206876,0.6012023130765309,0.015381629494211558,0.6291666666666667,0.042491829279939886,0.6144856459330142,0.02682126425363171,0.6542756879436814,0.601593625498008,0.6508620689655172,0.6252587991718427,0.29377971770988015,0.0,0.0,0.0
negative_weight_7__0.25,negative_weight_7,class_weight,"{""Average"": 1, ""Negative"": 7, ""Positive"": 1}",1,0.25,4,5,83.87968079000711,0.6649296508598228,0.6714494163424125,0.6519378766621673,0.6837507280139778,0.6525847693162868,0.6678043230944255,0.6635667396061269,0.6742634797109506,0.6688723462917011,0.5631399317406144,0.6875,0.6191369606003753,"[[1174, 565, 60], [518, 1213, 68], [25, 50, 165]]",0.6649282920469362,0.011667983012882847,0.6714456308676364,0.017456647097664535,0.6518203421612047,0.016355595283352353,0.6838401215341519,0.008087835060935931,0.6525920767564222,0.024176140109879306,0.6675961369386797,0.013581235213862957,0.663867260448509,0.015624435927304692,0.6742448158464871,0.019774325468398003,0.6688110672108627,0.013390587200441353,0.563224178308972,0.02976774638877092,0.6875000000000001,0.03952847075210473,0.6190538223340717,0.03286225374703392,0.6551500813698338,0.5631399317406144,0.7112068965517241,0.6285714285714286,0.29377971770988015,0.0,0.0,0.0
negative_weight_10__0.25,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,0.25,5,5,81.7777871307917,0.6578947368421053,0.6772790439132851,0.6395347980690255,0.6849881796690307,0.6442468037798778,0.6639931251790318,0.6629588431590656,0.6625903279599777,0.6627745343341673,0.5,0.725,0.5918367346938775,"[[1159, 564, 76], [509, 1192, 98], [24, 42, 174]]",0.6578919491525423,0.01535290703789026,0.6772743216754359,0.015874237151641716,0.6397497714156809,0.020247222363432394,0.685024398637733,0.008515013210809518,0.6442571959145775,0.027648929437624727,0.6637095565345422,0.016303936167815027,0.6632159825207588,0.017457549635176758,0.66256576911173,0.02425503991974592,0.6626509429699305,0.017144830402628854,0.502424501867995,0.04165055033179426,0.725,0.027638539919628335,0.5928888147425696,0.03535884747582142,0.6416186545016195,0.5,0.75,0.6,0.2986293706293706,0.0,0.0,0.0
balanced__0.25,balanced,class_weight,balanced,1,0.25,1,5,80.84353260020725,0.6610213652944242,0.6746880983262306,0.6401608538066188,0.6868746321365509,0.6486937187326293,0.6672384219554031,0.6670372429127293,0.6670372429127293,0.6670372429127293,0.5,0.7083333333333334,0.5862068965517241,"[[1167, 554, 78], [507, 1200, 92], [25, 45, 170]]",0.6610166096262494,0.01563311400290824,0.6746827607551842,0.0184844592707919,0.6403716930872752,0.021773284258369854,0.686888720485707,0.00932652281836591,0.648701640359022,0.027989492332670687,0.6669544331632148,0.01687770475862137,0.667273805885008,0.016509487502565885,0.6670133085731971,0.024227091842582243,0.6669019137971304,0.016463146022047164,0.5028083028083029,0.045771686305055875,0.7083333333333333,0.03952847075210477,0.5872587323014802,0.040294665919771794,0.6422899996027226,0.5,0.7327586206896551,0.5944055944055944,0.28278167522011394,0.0,0.0,0.0
negative_weight_5__0.20,negative_weight_5,class_weight,"{""Average"": 1, ""Negative"": 5, ""Positive"": 1}",1,0.20,3,5,82.43439701921307,0.6568525273579989,0.6765378914211598,0.6360995222286863,0.685459940652819,0.642023346303502,0.6630309988518944,0.664066852367688,0.6625903279599777,0.6633277685030606,0.4860335195530726,0.725,0.5819397993311036,"[[1155, 560, 84], [507, 1192, 100], [23, 43, 174]]",0.6568485848544112,0.015290890220477471,0.6765335809346952,0.016274163288203473,0.6364293170862745,0.021021891108351023,0.6855138658624036,0.008731982224705377,0.6420334261838441,0.025887656804361663,0.662786707845308,0.01531701080320675,0.6643131721907569,0.016149077201139804,0.6625673166202415,0.023971969492226537,0.663194457945316,0.01614785334459786,0.4889927568148732,0.044919337953985485,0.725,0.027638539919628335,0.5833067854681996,0.038412885865831164,0.63832814480423,0.4860335195530726,0.75,0.5898305084745763,0.29377971770988015,0.0,0.0,0.0
negative_weight_7__0.20,negative_weight_7,class_weight,"{""Average"": 1, ""Negative"": 7, ""Positive"": 1}",1,0.20,4,5,83.87968079000711,0.6477331943720688,0.6820888147736396,0.6203614285982723,0.6891317547055252,0.6309060589216231,0.6587347649448636,0.6642003414911781,0.6486937187326293,0.656355455568054,0.423963133640553,0.7666666666666667,0.5459940652818991,"[[1135, 551, 113], [495, 1167, 137], [17, 39, 184]]",0.6477295876792699,0.015678898727153126,0.6820850098008872,0.016770445046790053,0.6205122740537357,0.019282189125271215,0.6891475326965996,0.010180759001407023,0.6309161250386877,0.028112573734140972,0.6584418673893919,0.017580304718264564,0.6644988155095561,0.016290954186682017,0.6486722376973073,0.02249584683750488,0.6562419593634141,0.015203747587310478,0.42566324954631457,0.03235508354076952,0.7666666666666666,0.03333333333333335,0.5468529954084007,0.031678894806714326,0.6215709350319173,0.423963133640553,0.7931034482758621,0.5525525525525525,0.29377971770988015,0.0,0.0,0.0
negative_weight_10__0.20,negative_weight_10,class_weight,"{""Average"": 1, ""Negative"": 10, ""Positive"": 1}",1,0.20,5,5,81.7777871307917,0.6391349661281918,0.6892139151380396,0.6092373197592575,0.6901669758812616,0.6203446359088383,0.6533957845433255,0.6647264260768335,0.6347971095052807,0.649417116860961,0.38767395626242546,0.8125,0.5248990578734859,"[[1116, 546, 137], [486, 1142, 171], [15, 30, 195]]",0.639131423837462,0.015357950492394913,0.6892115444134943,0.01737806733219134,0.609378951511252,0.018777691175681944,0.690248084017081,0.01306870047709272,0.6203528319405757,0.03025660868004545,0.6530595002113747,0.019536516745778477,0.665139330944225,0.014695112224371342,0.6347818012999071,0.018956755283892103,0.6493418240298889,0.011112374799775856,0.38915553183054585,0.029255937500767236,0.8125,0.03726779962499646,0.5257355302924924,0.030801540123868824,0.6093329616641273,0.38767395626242546,0.8405172413793104,0.5306122448979592,0.2986293706293706,0.0,0.0,0.0
balanced__0.20,balanced,class_weight,balanced,1,0.20,1,5,80.84353260020725,0.6396560708702449,0.6907880921499597,0.6076329154089763,0.6936881188118812,0.623123957754308,0.656515373352855,0.6682325308279506,0.6325736520289049,0.6499143346659052,0.37764932562620424,0.8166666666666667,0.5164690382081687,"[[1121, 536, 142], [480, 1138, 181], [15, 29, 196]]",0.6396505595393308,0.016190903328536344,0.690784070979057,0.016788495556981795,0.6077625579547341,0.01892761433165212,0.693696072438039,0.013819820410932326,0.6231259671928195,0.03162563201162046,0.6561502929949233,0.021021692939436176,0.6685548141606561,0.013604844947389538,0.6325595790776849,0.019398196654866133,0.6498187446405834,0.011555642057696372,0.37907648121685444,0.027596336030382036,0.8166666666666667,0.03333333333333331,0.5173186362286956,0.02900813459950187,0.6073691800732411,0.37764932562620424,0.8448275862068966,0.521970705725699,0.28278167522011394,0.0,0.0,0.0
